CRESTLINE SPECIALTY INSURANCE MANAGERS — DE-IDENTIFIED POLICY BORDEREAUX
Names and transaction-level dates removed; policy identifiers replaced; analytical fields preserved.
Program Year,Policy No.,Program,Line,State,TIV ($),Written Prem ($),Collected Prem ($),Earned Prem ($),Unearned Prem ($),Deductible ($)
2018,POL-001517,Crestline Homeowners Protection Program,HO,TX,"$420,000","$1,365","$1,365","$1,365",$0,"$1,000"
2018,POL-001518,Crestline Homeowners Protection Program,HO,FL,"$595,000",$803,$682,$803,$0,"$5,000"
2018,POL-001519,Crestline Homeowners Protection Program,HO,TX,"$395,000",$848,$848,$848,$0,"$2,500"
2018,POL-001520,Crestline Homeowners Protection Program,HO,TX,"$190,000",$867,$867,$867,$0,"$5,000"
2018,POL-001521,Crestline Homeowners Protection Program,HO,CA,"$560,000",$875,$875,$875,$0,"$5,000"
2018,POL-001522,Crestline Homeowners Protection Program,HO,CA,"$445,000",$978,$978,$978,$0,"$2,500"
2018,POL-001523,Crestline Homeowners Protection Program,HO,AZ,"$580,000","$1,232","$1,232","$1,232",$0,"$2,500"
2018,POL-001524,Crestline Homeowners Protection Program,HO,NV,"$260,000",$994,$994,$994,$0,"$1,000"
2018,POL-001525,Crestline Homeowners Protection Program,HO,CA,"$335,000","$1,385","$1,385","$1,385",$0,"$2,500"
2018,POL-001526,Crestline Homeowners Protection Program,HO,NV,"$470,000","$1,354","$1,354","$1,354",$0,"$1,000"
2018,POL-001527,Crestline Homeowners Protection Program,HO,TX,"$495,000","$1,322","$1,322","$1,322",$0,"$5,000"
2018,POL-001528,Crestline Homeowners Protection Program,HO,TX,"$570,000",$931,$931,$931,$0,"$1,000"
2018,POL-001529,Crestline Homeowners Protection Program,HO,FL,"$275,000","$1,184","$1,184","$1,184",$0,"$5,000"
2018,POL-001530,Crestline Homeowners Protection Program,HO,CA,"$530,000","$1,128","$1,128","$1,128",$0,"$5,000"
2018,POL-001531,Crestline Homeowners Protection Program,HO,CA,"$530,000",$849,$849,$849,$0,"$2,500"
2018,POL-001532,Crestline Homeowners Protection Program,HO,CA,"$365,000",$965,$965,$965,$0,"$5,000"
2018,POL-001533,Crestline Homeowners Protection Program,HO,CA,"$505,000","$1,117","$1,117","$1,117",$0,"$1,000"
2018,POL-001534,Crestline Homeowners Protection Program,HO,FL,"$505,000","$1,097","$1,097","$1,097",$0,"$5,000"
2018,POL-001535,Crestline Homeowners Protection Program,HO,CA,"$405,000",$883,$883,$883,$0,"$1,000"
2018,POL-003643,Crestline Inland Marine & Equipment Program,IM,CO,"$255,000","$1,474","$1,474","$1,474",$0,"$1,000"
2018,POL-003644,Crestline Inland Marine & Equipment Program,IM,CA,"$330,000","$1,239","$1,239","$1,239",$0,"$2,500"
2018,POL-003645,Crestline Inland Marine & Equipment Program,IM,CA,"$90,000","$1,551","$1,551","$1,551",$0,"$1,000"
2018,POL-003646,Crestline Inland Marine & Equipment Program,IM,CA,"$165,000","$1,006","$1,006","$1,006",$0,"$1,000"
2018,POL-003647,Crestline Inland Marine & Equipment Program,IM,TX,"$165,000","$1,468","$1,468","$1,468",$0,"$2,500"
2018,POL-003648,Crestline Inland Marine & Equipment Program,IM,CA,"$415,000","$1,580","$1,580","$1,580",$0,"$5,000"
2018,POL-003649,Crestline Inland Marine & Equipment Program,IM,AZ,"$400,000","$1,259","$1,259","$1,259",$0,"$7,500"
2018,POL-003650,Crestline Inland Marine & Equipment Program,IM,CA,"$395,000","$1,179","$1,179","$1,179",$0,"$2,500"
2018,POL-003651,Crestline Inland Marine & Equipment Program,IM,CA,"$220,000","$1,138","$1,138","$1,138",$0,"$5,000"
2018,POL-003652,Crestline Inland Marine & Equipment Program,IM,AZ,"$200,000","$1,328","$1,142","$1,328",$0,"$7,500"
2018,POL-003653,Crestline Inland Marine & Equipment Program,IM,NV,"$185,000","$1,038","$1,038","$1,038",$0,"$7,500"
2018,POL-003654,Crestline Inland Marine & Equipment Program,IM,AZ,"$175,000","$1,371","$1,371","$1,371",$0,"$1,000"
2018,POL-003655,Crestline Inland Marine & Equipment Program,IM,CA,"$140,000","$1,552","$1,552","$1,552",$0,"$7,500"
2018,POL-003656,Crestline Inland Marine & Equipment Program,IM,NV,"$395,000","$1,565","$1,565","$1,565",$0,"$1,000"
2018,POL-003657,Crestline Inland Marine & Equipment Program,IM,AZ,"$355,000","$1,010","$1,010","$1,010",$0,"$5,000"
2018,POL-003658,Crestline Inland Marine & Equipment Program,IM,CA,"$305,000","$1,318","$1,318","$1,318",$0,"$7,500"
2018,POL-003659,Crestline Inland Marine & Equipment Program,IM,CA,"$380,000","$1,105","$1,105","$1,105",$0,"$7,500"
2018,POL-003660,Crestline Inland Marine & Equipment Program,IM,OR,"$200,000","$1,587","$1,409","$1,587",$0,"$1,000"
2018,POL-003661,Crestline Inland Marine & Equipment Program,IM,TX,"$295,000",$961,$961,$961,$0,"$2,500"
2018,POL-003662,Crestline Inland Marine & Equipment Program,IM,NV,"$385,000",$960,$960,$960,$0,"$1,000"
2018,POL-003663,Crestline Inland Marine & Equipment Program,IM,CO,"$190,000",$916,$916,$916,$0,"$5,000"
2018,POL-003664,Crestline Inland Marine & Equipment Program,IM,AZ,"$160,000","$1,294","$1,151","$1,294",$0,"$5,000"
2018,POL-003665,Crestline Inland Marine & Equipment Program,IM,NV,"$300,000",$926,$926,$926,$0,"$5,000"
2018,POL-003666,Crestline Inland Marine & Equipment Program,IM,AZ,"$185,000","$1,351","$1,351","$1,351",$0,"$7,500"
2018,POL-003667,Crestline Inland Marine & Equipment Program,IM,AZ,"$370,000","$1,215","$1,215","$1,215",$0,"$5,000"
2018,POL-003668,Crestline Inland Marine & Equipment Program,IM,CO,"$290,000","$1,358","$1,358","$1,358",$0,"$2,500"
2018,POL-003669,Crestline Inland Marine & Equipment Program,IM,OR,"$315,000","$1,602","$1,602","$1,602",$0,"$2,500"
2018,POL-003670,Crestline Inland Marine & Equipment Program,IM,OR,"$290,000","$1,328","$1,328","$1,328",$0,"$5,000"
2018,POL-003671,Crestline Inland Marine & Equipment Program,IM,CA,"$105,000","$1,322","$1,322","$1,322",$0,"$7,500"
2018,POL-003672,Crestline Inland Marine & Equipment Program,IM,OR,"$130,000","$1,674","$1,502","$1,674",$0,"$2,500"
2018,POL-003673,Crestline Inland Marine & Equipment Program,IM,CA,"$125,000","$1,267","$1,267","$1,267",$0,"$5,000"
2018,POL-003674,Crestline Inland Marine & Equipment Program,IM,CA,"$400,000","$1,501","$1,501","$1,501",$0,"$7,500"
2018,POL-003675,Crestline Inland Marine & Equipment Program,IM,CO,"$230,000","$1,184","$1,184","$1,184",$0,"$1,000"
2018,POL-003676,Crestline Inland Marine & Equipment Program,IM,CA,"$310,000","$1,074","$1,074","$1,074",$0,"$2,500"
2018,POL-003677,Crestline Inland Marine & Equipment Program,IM,CA,"$180,000","$1,499","$1,499","$1,499",$0,"$2,500"
2018,POL-003678,Crestline Inland Marine & Equipment Program,IM,TX,"$100,000","$1,468","$1,468","$1,468",$0,"$2,500"
2018,POL-003679,Crestline Inland Marine & Equipment Program,IM,TX,"$125,000","$1,127","$1,127","$1,127",$0,"$7,500"
2018,POL-003680,Crestline Inland Marine & Equipment Program,IM,NV,"$295,000","$1,261","$1,261","$1,261",$0,"$2,500"
2018,POL-003681,Crestline Inland Marine & Equipment Program,IM,NV,"$125,000","$1,296","$1,296","$1,296",$0,"$5,000"
2018,POL-003682,Crestline Inland Marine & Equipment Program,IM,TX,"$385,000","$1,208","$1,208","$1,208",$0,"$5,000"
2018,POL-003683,Crestline Inland Marine & Equipment Program,IM,AZ,"$320,000","$1,290","$1,290","$1,290",$0,"$1,000"
2018,POL-003684,Crestline Inland Marine & Equipment Program,IM,CA,"$345,000","$1,414","$1,414","$1,414",$0,"$1,000"
2018,POL-003685,Crestline Inland Marine & Equipment Program,IM,OR,"$140,000","$1,557","$1,557","$1,557",$0,"$5,000"
2018,POL-003686,Crestline Inland Marine & Equipment Program,IM,CO,"$210,000","$1,525","$1,525","$1,525",$0,"$7,500"
2018,POL-003687,Crestline Inland Marine & Equipment Program,IM,OR,"$210,000","$1,376","$1,376","$1,376",$0,"$5,000"
2018,POL-003688,Crestline Inland Marine & Equipment Program,IM,OR,"$390,000","$1,030","$1,030","$1,030",$0,"$1,000"
2018,POL-003689,Crestline Inland Marine & Equipment Program,IM,AZ,"$115,000","$1,299","$1,299","$1,299",$0,"$2,500"
2018,POL-003690,Crestline Inland Marine & Equipment Program,IM,AZ,"$245,000","$1,247","$1,247","$1,247",$0,"$5,000"
2018,POL-003691,Crestline Inland Marine & Equipment Program,IM,CA,"$220,000","$1,040","$1,040","$1,040",$0,"$5,000"
2018,POL-003692,Crestline Inland Marine & Equipment Program,IM,NV,"$120,000","$1,635","$1,635","$1,635",$0,"$2,500"
2018,POL-003693,Crestline Inland Marine & Equipment Program,IM,NV,"$195,000","$1,411","$1,411","$1,411",$0,"$5,000"
2018,POL-003694,Crestline Inland Marine & Equipment Program,IM,CO,"$340,000","$1,650","$1,650","$1,650",$0,"$2,500"
2018,POL-003695,Crestline Inland Marine & Equipment Program,IM,CA,"$220,000","$1,471","$1,471","$1,471",$0,"$2,500"
2018,POL-003696,Crestline Inland Marine & Equipment Program,IM,TX,"$405,000","$1,275","$1,275","$1,275",$0,"$2,500"
2018,POL-003697,Crestline Inland Marine & Equipment Program,IM,NV,"$340,000","$1,179","$1,179","$1,179",$0,"$1,000"
2018,POL-003698,Crestline Inland Marine & Equipment Program,IM,NV,"$275,000","$1,071","$1,071","$1,071",$0,"$5,000"
2018,POL-003699,Crestline Inland Marine & Equipment Program,IM,CA,"$335,000","$1,279","$1,137","$1,279",$0,"$5,000"
2018,POL-003700,Crestline Inland Marine & Equipment Program,IM,CA,"$145,000",$950,$950,$950,$0,"$7,500"
2018,POL-003701,Crestline Inland Marine & Equipment Program,IM,TX,"$345,000","$1,187","$1,187","$1,187",$0,"$7,500"
2018,POL-003702,Crestline Inland Marine & Equipment Program,IM,CA,"$320,000",$935,$935,$935,$0,"$7,500"
2018,POL-003703,Crestline Inland Marine & Equipment Program,IM,CO,"$85,000","$1,062","$1,062","$1,062",$0,"$2,500"
2018,POL-003704,Crestline Inland Marine & Equipment Program,IM,TX,"$250,000","$1,603","$1,603","$1,603",$0,"$5,000"
2018,POL-003705,Crestline Inland Marine & Equipment Program,IM,TX,"$205,000","$1,181","$1,181","$1,181",$0,"$7,500"
2018,POL-003706,Crestline Inland Marine & Equipment Program,IM,AZ,"$175,000","$1,265","$1,265","$1,265",$0,"$7,500"
2018,POL-003707,Crestline Inland Marine & Equipment Program,IM,OR,"$270,000","$1,253","$1,253","$1,253",$0,"$7,500"
2018,POL-003708,Crestline Inland Marine & Equipment Program,IM,CA,"$380,000",$938,$762,$938,$0,"$2,500"
2018,POL-003709,Crestline Inland Marine & Equipment Program,IM,NV,"$205,000","$1,660","$1,660","$1,660",$0,"$7,500"
2018,POL-003710,Crestline Inland Marine & Equipment Program,IM,AZ,"$160,000","$1,152","$1,152","$1,152",$0,"$1,000"
2018,POL-003711,Crestline Inland Marine & Equipment Program,IM,OR,"$150,000","$1,446","$1,446","$1,446",$0,"$5,000"
2018,POL-003712,Crestline Inland Marine & Equipment Program,IM,OR,"$375,000","$1,305","$1,305","$1,305",$0,"$1,000"
2018,POL-003713,Crestline Inland Marine & Equipment Program,IM,CA,"$110,000","$1,543","$1,543","$1,543",$0,"$5,000"
2018,POL-003714,Crestline Inland Marine & Equipment Program,IM,AZ,"$130,000","$1,547","$1,547","$1,547",$0,"$5,000"
2018,POL-003715,Crestline Inland Marine & Equipment Program,IM,NV,"$375,000","$1,105","$1,105","$1,105",$0,"$5,000"
2018,POL-003716,Crestline Inland Marine & Equipment Program,IM,TX,"$145,000","$1,322","$1,322","$1,322",$0,"$2,500"
2018,POL-003717,Crestline Inland Marine & Equipment Program,IM,OR,"$170,000","$1,036","$1,036","$1,036",$0,"$5,000"
2018,POL-003718,Crestline Inland Marine & Equipment Program,IM,OR,"$335,000","$1,407","$1,407","$1,407",$0,"$7,500"
2018,POL-003719,Crestline Inland Marine & Equipment Program,IM,AZ,"$230,000","$1,184","$1,184","$1,184",$0,"$2,500"
2018,POL-003720,Crestline Inland Marine & Equipment Program,IM,CO,"$300,000","$1,407","$1,407","$1,407",$0,"$7,500"
2018,POL-003721,Crestline Inland Marine & Equipment Program,IM,CA,"$260,000","$1,547","$1,547","$1,547",$0,"$5,000"
2018,POL-003722,Crestline Inland Marine & Equipment Program,IM,NV,"$220,000","$1,301","$1,301","$1,301",$0,"$7,500"
2018,POL-003723,Crestline Inland Marine & Equipment Program,IM,NV,"$390,000","$1,193","$1,193","$1,193",$0,"$7,500"
2018,POL-003724,Crestline Inland Marine & Equipment Program,IM,CA,"$90,000","$1,603","$1,603","$1,603",$0,"$2,500"
2018,POL-003725,Crestline Inland Marine & Equipment Program,IM,CA,"$190,000","$1,301","$1,141","$1,301",$0,"$7,500"
2018,POL-003726,Crestline Inland Marine & Equipment Program,IM,NV,"$330,000","$1,175","$1,175","$1,175",$0,"$1,000"
2018,POL-003727,Crestline Inland Marine & Equipment Program,IM,OR,"$355,000","$1,572","$1,572","$1,572",$0,"$1,000"
2018,POL-003728,Crestline Inland Marine & Equipment Program,IM,CA,"$160,000","$1,278","$1,278","$1,278",$0,"$7,500"
2018,POL-003729,Crestline Inland Marine & Equipment Program,IM,AZ,"$230,000","$1,274","$1,274","$1,274",$0,"$2,500"
2018,POL-003730,Crestline Inland Marine & Equipment Program,IM,CA,"$95,000","$1,369","$1,369","$1,369",$0,"$5,000"
2018,POL-003731,Crestline Inland Marine & Equipment Program,IM,OR,"$325,000","$1,290","$1,290","$1,290",$0,"$5,000"
2019,POL-000188,Crestline Dwelling Fire Program,DF,AZ,"$540,000","$1,474","$1,474","$1,474",$0,"$5,000"
2019,POL-000189,Crestline Dwelling Fire Program,DF,FL,"$225,000","$1,286","$1,286","$1,286",$0,"$5,000"
2019,POL-000190,Crestline Dwelling Fire Program,DF,GA,"$225,000",$927,$927,$927,$0,"$2,500"
2019,POL-000191,Crestline Dwelling Fire Program,DF,NV,"$355,000","$1,217","$1,217","$1,217",$0,"$5,000"
2019,POL-000192,Crestline Dwelling Fire Program,DF,TX,"$425,000","$1,240","$1,240","$1,240",$0,"$2,500"
2019,POL-000193,Crestline Dwelling Fire Program,DF,GA,"$375,000","$1,244","$1,244","$1,244",$0,"$2,500"
2019,POL-000194,Crestline Dwelling Fire Program,DF,CA,"$450,000","$1,194","$1,194","$1,194",$0,"$5,000"
2019,POL-000195,Crestline Dwelling Fire Program,DF,FL,"$410,000","$1,166","$1,166","$1,166",$0,"$1,000"
2019,POL-000196,Crestline Dwelling Fire Program,DF,TX,"$215,000","$1,246","$1,246","$1,246",$0,"$2,500"
2019,POL-000197,Crestline Dwelling Fire Program,DF,NV,"$440,000","$1,019","$1,019","$1,019",$0,"$5,000"
2019,POL-000198,Crestline Dwelling Fire Program,DF,GA,"$230,000","$1,045","$1,045","$1,045",$0,"$5,000"
2019,POL-000199,Crestline Dwelling Fire Program,DF,TX,"$475,000","$1,177","$1,177","$1,177",$0,"$1,000"
2019,POL-000200,Crestline Dwelling Fire Program,DF,CA,"$550,000","$1,360","$1,360","$1,360",$0,"$2,500"
2019,POL-000201,Crestline Dwelling Fire Program,DF,TX,"$205,000","$1,110","$1,110","$1,110",$0,"$5,000"
2019,POL-000202,Crestline Dwelling Fire Program,DF,NV,"$550,000","$1,057",$911,"$1,057",$0,"$1,000"
2019,POL-000203,Crestline Dwelling Fire Program,DF,FL,"$425,000",$984,$864,$984,$0,"$2,500"
2019,POL-000204,Crestline Dwelling Fire Program,DF,NV,"$165,000","$1,015","$1,015","$1,015",$0,"$2,500"
2019,POL-000205,Crestline Dwelling Fire Program,DF,NV,"$550,000",$805,$805,$805,$0,"$1,000"
2019,POL-000206,Crestline Dwelling Fire Program,DF,TX,"$350,000","$1,368","$1,368","$1,368",$0,"$1,000"
2019,POL-000207,Crestline Dwelling Fire Program,DF,FL,"$505,000","$1,390","$1,390","$1,390",$0,"$1,000"
2019,POL-000208,Crestline Dwelling Fire Program,DF,TX,"$345,000","$1,042",$924,"$1,042",$0,"$5,000"
2019,POL-000209,Crestline Dwelling Fire Program,DF,TX,"$180,000","$1,129","$1,129","$1,129",$0,"$2,500"
2019,POL-000210,Crestline Dwelling Fire Program,DF,AZ,"$330,000",$811,$811,$811,$0,"$1,000"
2019,POL-000211,Crestline Dwelling Fire Program,DF,FL,"$300,000","$1,441","$1,441","$1,441",$0,"$2,500"
2019,POL-000212,Crestline Dwelling Fire Program,DF,GA,"$215,000","$1,458","$1,458","$1,458",$0,"$1,000"
2019,POL-000213,Crestline Dwelling Fire Program,DF,CA,"$535,000","$1,134","$1,134","$1,134",$0,"$1,000"
2019,POL-000214,Crestline Dwelling Fire Program,DF,TX,"$215,000",$811,$811,$811,$0,"$1,000"
2019,POL-000215,Crestline Dwelling Fire Program,DF,GA,"$375,000","$1,102","$1,102","$1,102",$0,"$1,000"
2019,POL-000216,Crestline Dwelling Fire Program,DF,FL,"$525,000","$1,007","$1,007","$1,007",$0,"$5,000"
2019,POL-000217,Crestline Dwelling Fire Program,DF,CA,"$230,000",$965,$965,$965,$0,"$2,500"
2019,POL-000218,Crestline Dwelling Fire Program,DF,CA,"$385,000",$810,$810,$810,$0,"$1,000"
2019,POL-000219,Crestline Dwelling Fire Program,DF,AZ,"$485,000","$1,063","$1,063","$1,063",$0,"$1,000"
2019,POL-000220,Crestline Dwelling Fire Program,DF,CA,"$340,000","$1,089","$1,089","$1,089",$0,"$2,500"
2019,POL-000221,Crestline Dwelling Fire Program,DF,CA,"$380,000","$1,192","$1,192","$1,192",$0,"$1,000"
2019,POL-000222,Crestline Dwelling Fire Program,DF,NV,"$395,000","$1,077","$1,077","$1,077",$0,"$5,000"
2019,POL-000223,Crestline Dwelling Fire Program,DF,AZ,"$325,000",$918,$918,$918,$0,"$5,000"
2019,POL-000224,Crestline Dwelling Fire Program,DF,TX,"$470,000","$1,314","$1,314","$1,314",$0,"$2,500"
2019,POL-000225,Crestline Dwelling Fire Program,DF,AZ,"$220,000","$1,074","$1,074","$1,074",$0,"$2,500"
2019,POL-000226,Crestline Dwelling Fire Program,DF,TX,"$340,000","$1,066","$1,066","$1,066",$0,"$2,500"
2019,POL-000227,Crestline Dwelling Fire Program,DF,AZ,"$305,000",$987,$987,$987,$0,"$2,500"
2019,POL-000228,Crestline Dwelling Fire Program,DF,TX,"$215,000","$1,096","$1,096","$1,096",$0,"$1,000"
2019,POL-000229,Crestline Dwelling Fire Program,DF,FL,"$545,000",$970,$970,$970,$0,"$5,000"
2019,POL-000230,Crestline Dwelling Fire Program,DF,CA,"$430,000","$1,333","$1,333","$1,333",$0,"$1,000"
2019,POL-000231,Crestline Dwelling Fire Program,DF,AZ,"$155,000","$1,433","$1,433","$1,433",$0,"$2,500"
2019,POL-000232,Crestline Dwelling Fire Program,DF,TX,"$570,000","$1,362","$1,362","$1,362",$0,"$1,000"
2019,POL-000233,Crestline Dwelling Fire Program,DF,TX,"$155,000","$1,277","$1,277","$1,277",$0,"$5,000"
2019,POL-000234,Crestline Dwelling Fire Program,DF,TX,"$260,000","$1,001","$1,001","$1,001",$0,"$5,000"
2019,POL-000235,Crestline Dwelling Fire Program,DF,GA,"$550,000","$1,318","$1,318","$1,318",$0,"$1,000"
2019,POL-000236,Crestline Dwelling Fire Program,DF,GA,"$345,000","$1,363","$1,363","$1,363",$0,"$2,500"
2019,POL-000237,Crestline Dwelling Fire Program,DF,NV,"$155,000","$1,090","$1,090","$1,090",$0,"$1,000"
2019,POL-000238,Crestline Dwelling Fire Program,DF,TX,"$490,000","$1,394","$1,394","$1,394",$0,"$1,000"
2019,POL-000239,Crestline Dwelling Fire Program,DF,NV,"$270,000",$931,$931,$931,$0,"$2,500"
2019,POL-000240,Crestline Dwelling Fire Program,DF,NV,"$305,000","$1,005","$1,005","$1,005",$0,"$5,000"
2019,POL-000241,Crestline Dwelling Fire Program,DF,GA,"$195,000","$1,245","$1,093","$1,245",$0,"$2,500"
2019,POL-000242,Crestline Dwelling Fire Program,DF,NV,"$160,000","$1,231","$1,231","$1,231",$0,"$5,000"
2019,POL-000243,Crestline Dwelling Fire Program,DF,NV,"$370,000",$993,$993,$993,$0,"$2,500"
2019,POL-000244,Crestline Dwelling Fire Program,DF,FL,"$170,000","$1,235","$1,235","$1,235",$0,"$2,500"
2019,POL-000245,Crestline Dwelling Fire Program,DF,AZ,"$355,000",$935,$935,$935,$0,"$2,500"
2019,POL-000246,Crestline Dwelling Fire Program,DF,TX,"$515,000",$818,$818,$818,$0,"$2,500"
2019,POL-000247,Crestline Dwelling Fire Program,DF,FL,"$480,000",$839,$839,$839,$0,"$5,000"
2019,POL-000248,Crestline Dwelling Fire Program,DF,CA,"$330,000","$1,174","$1,174","$1,174",$0,"$5,000"
2019,POL-000249,Crestline Dwelling Fire Program,DF,NV,"$430,000",$933,$933,$933,$0,"$1,000"
2019,POL-000250,Crestline Dwelling Fire Program,DF,FL,"$215,000",$876,$876,$876,$0,"$5,000"
2019,POL-000251,Crestline Dwelling Fire Program,DF,GA,"$525,000",$991,$991,$991,$0,"$2,500"
2019,POL-000252,Crestline Dwelling Fire Program,DF,TX,"$465,000","$1,299","$1,299","$1,299",$0,"$1,000"
2019,POL-000253,Crestline Dwelling Fire Program,DF,TX,"$400,000","$1,307","$1,307","$1,307",$0,"$1,000"
2019,POL-000254,Crestline Dwelling Fire Program,DF,GA,"$355,000",$966,$966,$966,$0,"$1,000"
2019,POL-000255,Crestline Dwelling Fire Program,DF,TX,"$425,000",$909,$909,$909,$0,"$5,000"
2019,POL-000256,Crestline Dwelling Fire Program,DF,FL,"$235,000","$1,146",$990,"$1,146",$0,"$1,000"
2019,POL-000257,Crestline Dwelling Fire Program,DF,TX,"$155,000","$1,041","$1,041","$1,041",$0,"$2,500"
2019,POL-000258,Crestline Dwelling Fire Program,DF,FL,"$235,000","$1,020","$1,020","$1,020",$0,"$5,000"
2019,POL-000259,Crestline Dwelling Fire Program,DF,AZ,"$535,000","$1,357","$1,357","$1,357",$0,"$1,000"
2019,POL-000260,Crestline Dwelling Fire Program,DF,NV,"$335,000","$1,494","$1,494","$1,494",$0,"$1,000"
2019,POL-000261,Crestline Dwelling Fire Program,DF,FL,"$385,000","$1,125","$1,125","$1,125",$0,"$1,000"
2019,POL-000262,Crestline Dwelling Fire Program,DF,NV,"$415,000","$1,351","$1,351","$1,351",$0,"$5,000"
2019,POL-000263,Crestline Dwelling Fire Program,DF,CA,"$170,000","$1,033","$1,033","$1,033",$0,"$5,000"
2019,POL-000264,Crestline Dwelling Fire Program,DF,TX,"$520,000","$1,387","$1,387","$1,387",$0,"$2,500"
2019,POL-000265,Crestline Dwelling Fire Program,DF,GA,"$460,000","$1,462","$1,462","$1,462",$0,"$5,000"
2019,POL-000266,Crestline Dwelling Fire Program,DF,FL,"$565,000",$844,$844,$844,$0,"$5,000"
2019,POL-000267,Crestline Dwelling Fire Program,DF,CA,"$140,000","$1,340","$1,340","$1,340",$0,"$1,000"
2019,POL-000268,Crestline Dwelling Fire Program,DF,NV,"$250,000",$854,$854,$854,$0,"$2,500"
2019,POL-000269,Crestline Dwelling Fire Program,DF,TX,"$565,000","$1,129","$1,129","$1,129",$0,"$1,000"
2019,POL-000270,Crestline Dwelling Fire Program,DF,CA,"$555,000",$938,$938,$938,$0,"$2,500"
2019,POL-000271,Crestline Dwelling Fire Program,DF,AZ,"$500,000","$1,386","$1,386","$1,386",$0,"$2,500"
2019,POL-000272,Crestline Dwelling Fire Program,DF,AZ,"$240,000","$1,369","$1,369","$1,369",$0,"$2,500"
2019,POL-000273,Crestline Dwelling Fire Program,DF,FL,"$480,000","$1,377","$1,377","$1,377",$0,"$2,500"
2019,POL-000274,Crestline Dwelling Fire Program,DF,GA,"$315,000",$889,$889,$889,$0,"$2,500"
2019,POL-000275,Crestline Dwelling Fire Program,DF,AZ,"$520,000","$1,335","$1,335","$1,335",$0,"$5,000"
2019,POL-000276,Crestline Dwelling Fire Program,DF,AZ,"$500,000",$977,$977,$977,$0,"$2,500"
2019,POL-000277,Crestline Dwelling Fire Program,DF,NV,"$320,000","$1,337","$1,337","$1,337",$0,"$5,000"
2019,POL-000278,Crestline Dwelling Fire Program,DF,NV,"$460,000","$1,111","$1,111","$1,111",$0,"$1,000"
2019,POL-000279,Crestline Dwelling Fire Program,DF,CA,"$305,000","$1,314","$1,314","$1,314",$0,"$2,500"
2019,POL-000280,Crestline Dwelling Fire Program,DF,GA,"$335,000",$828,$701,$828,$0,"$2,500"
2019,POL-000281,Crestline Dwelling Fire Program,DF,AZ,"$200,000","$1,123","$1,123","$1,123",$0,"$1,000"
2019,POL-000282,Crestline Dwelling Fire Program,DF,GA,"$155,000","$1,337","$1,191","$1,337",$0,"$5,000"
2019,POL-000283,Crestline Dwelling Fire Program,DF,TX,"$525,000","$1,165","$1,165","$1,165",$0,"$2,500"
2019,POL-000284,Crestline Dwelling Fire Program,DF,CA,"$415,000","$1,483","$1,483","$1,483",$0,"$1,000"
2019,POL-000285,Crestline Dwelling Fire Program,DF,CA,"$385,000","$1,131","$1,131","$1,131",$0,"$1,000"
2019,POL-000286,Crestline Dwelling Fire Program,DF,TX,"$445,000","$1,275","$1,275","$1,275",$0,"$5,000"
2019,POL-000287,Crestline Dwelling Fire Program,DF,TX,"$290,000","$1,020","$1,020","$1,020",$0,"$5,000"
2019,POL-000288,Crestline Dwelling Fire Program,DF,TX,"$200,000","$1,028","$1,028","$1,028",$0,"$1,000"
2019,POL-000289,Crestline Dwelling Fire Program,DF,CA,"$465,000","$1,239","$1,239","$1,239",$0,"$1,000"
2019,POL-000290,Crestline Dwelling Fire Program,DF,TX,"$215,000",$834,$834,$834,$0,"$5,000"
2019,POL-000291,Crestline Dwelling Fire Program,DF,AZ,"$460,000","$1,452","$1,452","$1,452",$0,"$5,000"
2019,POL-000292,Crestline Dwelling Fire Program,DF,CA,"$385,000","$1,165","$1,165","$1,165",$0,"$1,000"
2019,POL-000293,Crestline Dwelling Fire Program,DF,FL,"$345,000",$980,$980,$980,$0,"$5,000"
2019,POL-000294,Crestline Dwelling Fire Program,DF,TX,"$325,000","$1,246","$1,095","$1,246",$0,"$2,500"
2019,POL-000295,Crestline Dwelling Fire Program,DF,GA,"$540,000",$942,$942,$942,$0,"$5,000"
2019,POL-000296,Crestline Dwelling Fire Program,DF,TX,"$380,000","$1,417","$1,417","$1,417",$0,"$5,000"
2019,POL-000297,Crestline Dwelling Fire Program,DF,TX,"$260,000","$1,401","$1,401","$1,401",$0,"$1,000"
2019,POL-000298,Crestline Dwelling Fire Program,DF,AZ,"$235,000",$955,$955,$955,$0,"$2,500"
2019,POL-000299,Crestline Dwelling Fire Program,DF,CA,"$390,000",$883,$883,$883,$0,"$2,500"
2019,POL-000300,Crestline Dwelling Fire Program,DF,AZ,"$545,000","$1,242","$1,242","$1,242",$0,"$5,000"
2019,POL-000301,Crestline Dwelling Fire Program,DF,CA,"$570,000","$1,029","$1,029","$1,029",$0,"$2,500"
2019,POL-000302,Crestline Dwelling Fire Program,DF,NV,"$450,000",$921,$921,$921,$0,"$1,000"
2019,POL-000303,Crestline Dwelling Fire Program,DF,CA,"$340,000",$996,$996,$996,$0,"$2,500"
2019,POL-000304,Crestline Dwelling Fire Program,DF,AZ,"$435,000",$888,$888,$888,$0,"$5,000"
2019,POL-000305,Crestline Dwelling Fire Program,DF,CA,"$490,000","$1,350","$1,350","$1,350",$0,"$5,000"
2019,POL-000306,Crestline Dwelling Fire Program,DF,CA,"$430,000",$811,$811,$811,$0,"$2,500"
